airportId,iata,longitude,latitude
EGBE,CVT,-1.4797199964499999,52.3697013855
EGBJ,GLO,-2.167220115661621,51.89419937133789
EGBN,NQT,-1.0791699886322021,52.91999816894531
EGCC,MAN,-2.2749500274658203,53.35369873046875
EGCN,DSA,-1.01065635681,53.4805378105
EGDY,YEO,-2.638819932937622,51.0093994140625
EGEC,CAL,-5.686389923095703,55.437198638916016
EGED,EOI,-2.7722198963165283,59.19060134887695
EGEF,FIE,-1.628059983253479,59.53580093383789
EGFE,HAW,-4.9611101150512695,51.833099365234375
EGFF,CWL,-3.343329906463623,51.39670181274414
EGFH,SWS,-4.0678300857543945,51.60530090332031
EGGD,BRS,-2.71909,51.382702
EGGP,LPL,-2.849720001220703,53.33359909057617
EGGW,LTN,-0.36833301186561584,51.874698638916016
EGHC,LEQ,-5.67056,50.102798
EGHE,ISC,-6.291669845581055,49.913299560546875
EGHH,BOH,-1.8424999713897705,50.779998779296875
EGHI,SOU,-1.3567999601364136,50.95029830932617
EGHQ,NQY,-4.995409965515137,50.44060134887695
EGJA,ACI,-2.21472,49.706104
EGJB,GCI,-2.6019699573516846,49.435001373291016
EGJJ,JER,-2.195509910583496,49.20790100097656
EGKA,ESH,-0.297222,50.835602
EGKB,BQH,0.0324999988079,51.33079910279999
EGKK,LGW,-0.190278,51.148102
EGLC,LCY,0.055278,51.505299
EGLF,FAB,-0.776332974434,51.2757987976
EGLK,BBS,-0.8475000262260437,51.32389831542969
EGLL,LHR,-0.461941,51.4706
EGMC,SEN,0.6955559849739075,51.5713996887207
EGMD,LYX,0.9391670227050781,50.95610046386719
EGNC,CAX,-2.8091700077056885,54.9375
EGNH,BLK,-3.0286099910736084,53.77170181274414
EGNJ,HUY,-0.350832998752594,53.57440185546875
EGNL,BWF,-3.2675,54.1286111
EGNM,LBA,-1.6605700254440308,53.86589813232422
EGNO,WRT,-2.88306,53.745098
EGNR,CEG,-2.9777801036834717,53.1781005859375
EGNS,IOM,-4.623889923095703,54.08330154418945
EGNT,NCL,-1.6916699409484863,55.037498474121094
EGNV,MME,-1.4294099807739258,54.50920104980469
EGNX,EMA,-1.32806003094,52.8311004639
EGOV,VLY,-4.53533983231,53.2481002808
EGPA,KOI,-2.9049999713897705,58.957801818847656
EGPB,LSI,-1.2955600023269653,59.87889862060547
EGPC,WIC,-3.09306001663208,58.458900451660156
EGPD,ABZ,-2.197779893875122,57.201900482177734
EGPE,INV,-4.047500133514404,57.54249954223633
EGPF,GLA,-4.43306,55.871899
EGPH,EDI,-3.372499942779541,55.95000076293945
EGPI,ILY,-6.256669998168945,55.68190002441406
EGPK,PIK,-4.586669921875,55.5093994140625
EGPL,BEB,-7.3627800941467285,57.48109817504883
EGPM,SCS,-1.2961100339889526,60.43280029296875
EGPN,DND,-3.025830030441284,56.45249938964844
EGPO,SYY,-6.331110000610352,58.215599060058594
EGPR,BRR,-7.44306,57.0228
EGPU,TRE,-6.869170188903809,56.49919891357422
EGQK,FSS,-3.56064009666,57.6493988037
EGQL,ADX,-2.8684399127960205,56.37289810180664
EGQS,LMO,-3.339169979095459,57.7052001953125
EGSC,CBG,0.175,52.205002
EGSH,NWI,1.28278005123,52.6758003235
EGSS,STN,0.234999999404,51.8849983215
EGTE,EXT,-3.4138898849487305,50.73440170288086
EGTK,OXF,-1.32000005245,51.8368988037
EGUB,BEX,-1.09582996368,51.616401672399995
EGUL,LKZ,0.56099998951,52.409301757799994
EGUN,MHZ,0.48640599846839905,52.361900329589844
EGUY,QUY,-0.107832998037,52.3572006226
EGVA,FFD,-1.7900300025900002,51.6822013855
EGVN,BZZ,-1.58362,51.75
EGVO,ODH,-0.94282501936,51.2341003418
EGWU,NHT,-0.418166995049,51.553001403799996
EGXC,QCY,-0.166014000773,53.0929985046
EGXH,BEQ,0.7729390263557434,52.34260177612305
EGXP,SQZ,-0.550832986832,53.307800293
EGXU,HRT,-1.2527500391,54.0489006042
EGXW,WTN,-0.523810982704,53.1661987305
EGYM,KNF,0.550692,52.648395
EGYP,MPN,-58.447200775146484,-51.82279968261719
EHAM,AMS,4.76389,52.308601
EHBK,MST,5.77014,50.911701
EHEH,EIN,5.37452983856,51.4500999451
EHGG,GRQ,6.57944011688,53.1197013855
EHGR,GLZ,4.931829929351807,51.56740188598633
EHKD,DHR,4.780620098114014,52.92340087890625
EHLE,LEY,5.52722,52.4603
EHLW,LWR,5.760560035705566,53.228599548339844
EHRD,RTM,4.43722,51.956902
EHTW,ENS,6.889167,52.275833
EHWO,WOE,4.34203,51.4491
EICK,ORK,-8.491109848022461,51.84130096435547
EICM,GWY,-8.941590309143066,53.300201416015625
EIDL,CFN,-8.340999603271484,55.0442008972168
EIDW,DUB,-6.27007,53.421299
EIKN,NOC,-8.818490028381348,53.910301208496094
EIKY,KIR,-9.52377986907959,52.18090057373047
EINN,SNN,-8.92482,52.702
EISG,SXL,-8.5992097854614,54.280200958252
EIWF,WAT,-7.0869598388671875,52.187198638916016
EKAH,AAR,10.619000434899998,56.2999992371
EKBI,BLL,9.15178012848,55.7402992249
EKCH,CPH,12.656000137329,55.617900848389
EKEB,EBJ,8.5534,55.525902
EKKA,KRP,9.124629974365234,56.29750061035156
EKMB,MRW,11.4401,54.699299
EKOD,ODE,10.330900192260742,55.47669982910156
EKRK,RKE,12.131400108337402,55.585601806640625
EKRN,RNN,14.759599685668945,55.06330108642578
EKSB,SGD,9.791729927062988,54.96440124511719
EKSN,CNL,10.2294,57.503502
EKSP,SKS,9.26702,55.221048
EKSV,SQW,9.172980308532715,56.550201416015625
EKTS,TED,8.705220222473145,57.06880187988281
EKVG,FAE,-7.277219772338867,62.0635986328125
EKVJ,STA,8.353910446166992,55.9901008605957
EKYT,AAL,9.84924316406,57.0927589138
ELLX,LUX,6.2044444,49.6233333
ENAL,AES,6.119699954986572,62.5625
ENAN,ANX,16.144199371338,69.292503356934
ENAT,ALF,23.371700286865,69.976097106934
ENBN,BNN,12.217499732971,65.461097717285
ENBO,BOO,14.365300178527832,67.26920318603516
ENBR,BGO,5.218140125,60.29339981
ENBS,BJF,29.691400527954,70.60050201416
ENBV,BVG,29.034201,70.871399
ENCN,KRS,8.08537,58.204201
ENDU,BDU,18.540399551392,69.055801391602
ENEV,EVE,16.678100585938,68.491302490234
ENFG,VDB,9.2880601882935,61.015598297119
ENFL,FRO,5.0247201919556,61.583599090576
ENGM,OSL,11.100399971008,60.193901062012
ENHD,HAU,5.2083601951599,59.34529876709
ENHF,HFT,23.668600082397,70.679702758789
ENHV,HVG,25.983600616455,71.009696960449
ENKB,KSU,7.824520111084,63.111801147461
ENKR,KKN,29.891300201416,69.725799560547
ENLK,LKN,13.609399795532,68.152496337891
ENMH,MEH,27.826700210571,71.02970123291
ENML,MOL,7.2624998092651,62.744701385498
ENMS,MJF,13.214900016785,65.783996582031
ENNA,LKL,24.973499298096,70.068801879883
ENNK,NVK,17.386699676514,68.436897277832
ENNO,NTB,9.21222,59.565701
ENOL,OLA,9.604000091552734,63.69889831542969
ENOV,HOV,6.0741000175476,62.180000305176
ENRA,MQN,14.301400184631,66.363899230957
ENRM,RVK,11.14610004425,64.838302612305
ENRO,RRS,11.342300415039,62.578399658203
ENRY,RYG,10.785439,59.378817
ENSB,LYR,15.465600013733,78.246101379395
ENSH,SVJ,14.669199943542,68.243301391602
ENSK,SKN,15.033416748047,68.578826904297
ENSN,SKE,9.566940307617188,59.185001373291016
ENSO,SRP,5.340849876403809,59.791900634765625
ENSR,SOJ,20.959400177002,69.786796569824
ENSS,VAW,31.044900894165,70.355400085449
ENST,SSJ,12.468899726868,65.956802368164
ENTC,TOS,18.918899536132812,69.68329620361328
ENTO,TRF,10.258600235,59.1866989136
ENVA,TRD,10.9239998,63.4578018
ENVD,VDS,29.844699859619,70.065299987793
ENY,ENY,109.464083,36.479413
ENZV,SVG,5.6377801895,58.876701354
EPBP,BXP,23.1325278,52.00078
EPBY,BZG,17.9776992798,53.096801757799994
EPGD,GDN,18.46619987487793,54.377601623535156
EPKK,KRK,19.7848,50.077702
EPKT,KTW,19.08,50.4743
EPLL,LCJ,19.3980998993,51.721900939899996
EPMO,WMI,20.6518,52.451099
EPOK,QYD,18.51720047,54.57970047
EPPO,POZ,16.8262996674,52.421001434299995
EPRA,RDO,21.213300705,51.3891983032
EPRZ,RZE,22.018999,50.110001
EPSC,SZZ,14.902199745199999,53.584701538100006
EPSY,SZY,20.9377,53.481899
EPWA,WAW,20.967100143399996,52.1656990051
EPWR,WRO,16.885799408,51.1026992798
EPZG,IEG,15.7986001968,52.138500213600004
ESDF,RNB,15.265000343323,56.266700744629
ESGG,GOT,12.279800415039,57.662799835205
ESGJ,JKG,14.068699836730957,57.757598876953125
ESGP,GSE,11.8704,57.7747
ESGR,KVB,13.972700119018555,58.45640182495117
ESGT,THN,12.345000267028809,58.31809997558594
ESKK,KSK,14.49590015411377,59.34590148925781
ESKM,MXX,14.5114,60.957901
ESKN,NYO,16.912200927734375,58.78860092163086
ESMK,KID,14.08549976348877,55.92169952392578
ESMQ,KLR,16.287599563598633,56.68550109863281
ESMS,MMX,13.376197814900001,55.536305364
ESMT,HAD,12.820199966430664,56.69110107421875
ESMX,VXO,14.727999687194824,56.929100036621094
ESND,EVG,14.422900199890137,62.04779815673828
ESNG,GEV,20.814599990844727,67.13240051269531
ESNK,KRF,17.76889991760254,63.04859924316406
ESNL,LYC,18.71619987487793,64.54830169677734
ESNN,SDL,17.443899154663086,62.528099060058594
ESNO,OER,18.989999771118164,63.40829849243164
ESNQ,KRN,20.336799621582,67.821998596191
ESNS,SFT,21.076900482177734,64.62480163574219
ESNU,UME,20.282800674438,63.791801452637
ESNV,VHM,16.833599090576172,64.5791015625
ESNX,AJR,19.28190040588379,65.59030151367188
ESNY,SOO,17.09910011291504,61.26150131225586
ESNZ,OSD,14.50030040741,63.194400787354
ESOE,ORB,15.038000106811523,59.22370147705078
ESOH,HFS,13.578900337219238,60.02009963989258
ESOK,KSD,13.337400436400001,59.444698333699996
ESOW,VST,16.63360023498535,59.58940124511719
ESPA,LLA,22.121999740601,65.543800354004
ESSA,ARN,17.918600082397,59.651901245117
ESSB,BMA,17.941699981689453,59.354400634765625
ESSD,BLE,15.515199661254883,60.422000885009766
ESSK,GVX,16.951400756835938,60.593299865722656
ESSL,LPI,15.680500030500001,58.4062004089
ESSP,NRK,16.250600814819336,58.586299896240234
ESST,TYF,12.991299629199998,60.1576004028
ESSU,EKT,16.70840072631836,59.35110092163086
ESSV,VBY,18.346200942993,57.662799835205
ESTA,AGH,12.847100257873535,56.29610061645508
ESUD,SQO,17.69659996032715,64.96089935302734
ESUP,PJA,23.068899154663086,67.24559783935547
ESUT,HMV,15.0828,65.806099
ETAD,SPM,6.69250011444,49.9726982117
ETAR,RMS,7.600279808044434,49.4369010925293
ETHF,FRZ,9.286,51.1146
ETMN,FCN,8.658499717709999,53.7677001953
ETNG,GKE,6.04242,50.9608
ETNL,RLG,12.278300285299999,53.9182014465
ETNS,WBG,9.51633,54.459301
ETOU,WIE,8.325400352478027,50.049800872802734
ETSI,IGS,11.534000396728516,48.7156982421875
EVDA,DGP,26.6650009155,55.944721221900004
EVLA,LPX,21.096900939941406,56.51750183105469
EVRA,RIX,23.971099853515625,56.92359924316406
EVVA,VNT,21.5442008972,57.35779953
EYKA,KUN,24.084800720214844,54.96390151977539
EYPA,PLQ,21.093900680541992,55.973201751708984
EYPP,PNV,24.460800170898438,55.729400634765625
EYSA,SQQ,23.395000457763672,55.89390182495117
EYVI,VNO,25.285801,54.634102
FAAB,ALJ,16.5333,-28.575001
FAAG,AGZ,18.813899993896484,-29.28179931640625
FABE,BIY,27.279100418099997,-32.8970985413
FABL,BFN,26.302401,-29.092699
FACT,CPT,18.6016998291,-33.9648017883
FAEL,ELS,27.825899124099998,-33.0355987549
FAFB,FCB,27.908899307250977,-28.82309913635254
FAGC,GCJ,28.1401004791,-25.986299514799995
FAGG,GRJ,22.378902,-34.0056
FAGM,QRA,28.1511993408,-26.2425003052
FAHR,HRS,29.106199264526367,-28.23509979248047
FAKD,KXE,26.718000411987305,-26.8710994720459
FAKM,KIM,24.7651996613,-28.802799224900003
FAKN,MQP,31.1056003571,-25.3831996918
FAKU,KMH,23.411399841308594,-27.45669937133789
FAKZ,KLZ,17.093999862700002,-29.6884002686
FALA,HLA,27.9260997772,-25.938499450699997
FALC,LMR,23.43910026550293,-28.36009979248047
FALE,DUR,31.1197222222,-29.6144444444
FALW,SDB,18.1602993011,-32.968898773199996
FALY,LAY,29.749700546299998,-28.5816993713
FAMD,AAM,31.544599533081055,-24.818099975585938
FAMG,MGH,30.343000412,-30.8574008942
FAMM,MBD,25.548000335699996,-25.798400878900004
FAMN,LLE,31.5767002106,-25.4300003052
FAMU,MZQ,32.0443000793457,-27.626100540161133
FANC,NCS,29.976900100699996,-27.7705993652
FAOH,OUH,22.188999176,-33.6069984436
FAOR,JNB,28.246,-26.1392
FAPE,PLZ,25.6173000336,-33.9849014282
FAPG,PBZ,23.3287234306,-34.0881601675
FAPH,PHW,31.1553993225,-23.937200546299998
FAPJ,JOH,29.519800186157227,-31.605899810791016
FAPM,PZB,30.3987007141,-29.649000167799997
FAPP,PTG,29.458615,-23.845269
FAPS,PCF,27.0818996429,-26.670999527
FAQT,UTW,26.882200241088867,-31.92020034790039
FARB,RCB,32.0920982361,-28.740999221800003
FARS,ROD,19.902799606323242,-33.812198638916016
FASB,SBU,17.939599990844727,-29.689300537109375
FASC,ZEC,29.170099258399997,-26.52409935
FASS,SIS,22.9993000031,-27.6485996246
FASZ,SZK,31.5886993408,-24.960899353
FATZ,LTA,30.329299926799997,-23.8243999481
FAUL,ULD,31.4165000916,-28.3206005096
FAUP,UTN,21.260200500499998,-28.39909935
FAUT,UTT,28.6733551025,-31.546363184900002
FAVB,VRU,24.7287998199,-26.9824008942
FAVG,VIR,31.058399200439453,-29.770599365234375
FAVR,VRE,18.5447998046875,-31.641000747680664
FAWB,PRY,28.224199,-25.6539
FAWK,WKF,28.222499847399998,-25.829999923699997
FBFT,FRW,27.47450065612793,-21.15959930419922
FBJW,JWA,24.69099998474121,-24.6023006439209
FBKE,BBK,25.162399291992188,-17.83289909362793
FBMN,MUB,23.431100845336914,-19.97260093688965
FBSK,GBE,25.9182,-24.555201
FBSN,SXN,26.115801,-20.5534
FBSP,PKW,27.8288,-22.0583
FCBB,BZV,15.253000259399414,-4.251699924468994
FCOD,OLL,15.91,-1.226666
FCOO,FTX,15.95009994506836,-0.5313500165939331
FCOU,OUE,16.0379009247,1.6159900426899998
FCPL,DIS,12.6599,-4.20635
FCPP,PNR,11.88659954071045,-4.816030025482178
FDMS,MTS,31.307501,-26.528999
FDSK,SHO,31.716944,-26.358611
FEFF,BGF,18.518800735473633,4.39847993850708
FEFT,BBT,15.786399841308594,4.2215800285339355
FGBT,BSG,9.805680274963379,1.9054700136184692
FGSL,SSG,8.708720207214355,3.755270004272461
FHAW,ASI,-14.3937,-7.9696
FIMP,MRU,57.683601,-20.430201
FIMR,RRG,63.361,-19.7577
FJDG,NKW,72.411102,-7.31327
FKKC,TKC,9.360529899600001,4.08919000626
FKKD,DLA,9.719479560849999,4.0060801506
FKKL,MVR,14.257399559020996,10.451399803161621
FKKM,FOM,10.750800132751465,5.636919975280762
FKKN,NGE,13.559200286865234,7.3570098876953125
FKKR,GOU,13.370100021362305,9.33588981628418
FKKU,BFX,10.354599952700001,5.536920070650001
FKKV,BPC,10.122599601745605,6.039239883422852
FKKY,YAO,11.523500442504883,3.8360400199890137
FKYS,NSI,11.553299903869629,3.722559928894043
FLKE,CGJ,27.893899917603,-12.572799682617
FLLI,LVI,25.822701,-17.8218
FLLS,LUN,28.4526,-15.3308
FLMF,MFU,31.936599731445312,-13.258899688720703
FLMG,MNR,23.16230010986328,-15.254500389099121
FLND,NLA,28.66489982605,-12.998100280762
FLSO,KIW,28.149900436401367,-12.900500297546387
FMCH,HAH,43.2719,-11.5337
FMCI,NWA,43.76639938354492,-12.298100471496582
FMCV,AJN,44.430301666259766,-12.131699562072754
FMCZ,DZA,45.28110122680664,-12.804699897766113
FMEE,RUN,55.51029968261719,-20.887100219726562
FMEP,ZSE,55.42499923706055,-21.320899963378906
FMMI,TNR,47.478802,-18.7969
FMMN,ZVA,45.450801849365234,-19.56279945373535
FMMS,SMS,49.815799713134766,-17.093900680541992
FMMT,TMM,49.39250183105469,-18.109500885009766
FMMV,MOQ,44.31760025024414,-20.284700393676758
FMNA,DIE,49.29169845581055,-12.34939956665039
FMNC,WMR,49.773799896240234,-16.16390037536621
FMND,ZWA,49.620601654052734,-14.651700019836426
FMNH,ANM,50.3202018737793,-14.99940013885498
FMNL,HVA,47.76380157470703,-14.62969970703125
FMNM,MJN,46.351232528699995,-15.6668417421
FMNN,NOS,48.3148002625,-13.3121004105
FMNQ,BPY,44.4824838638,-16.744530296500002
FMNR,WMN,49.68830108642578,-15.436699867248535
FMNS,SVB,50.17470169067383,-14.278599739074707
FMNV,VOH,50.00279998779297,-13.375800132751465
FMNW,WAI,47.993900299072266,-14.898799896240234
FMSD,FTU,46.95610046386719,-25.03809928894043
FMSF,WFI,47.111698150634766,-21.441600799560547
FMSK,WVK,48.02170181274414,-22.119699478149414
FMSM,MNJ,48.358299255371094,-21.201799392700195
FMSR,MXM,43.3754997253418,-21.7539005279541
FMST,TLE,43.72850036621094,-23.383399963378906
FNBC,SSY,14.246999740600586,-6.269899845123291
FNBG,BUG,13.4036998749,-12.609000206
FNCA,CAB,12.188400268554688,-5.59699010848999
FNCT,CBT,13.4869,-12.4792
FNDU,DUE,20.818500518798828,-7.400889873504639
FNGI,VPE,15.683799743700002,-17.0435009003
FNHU,NOV,15.760499954223633,-12.808899879455566
FNKU,SVP,16.947399139404,-12.404600143433
FNLU,LAD,13.2312,-8.85837
FNMA,MEG,16.312400817871094,-9.525090217590332
FNME,SPP,17.71980094909668,-14.657600402832031
FNMO,MSZ,12.14680004119873,-15.261199951171875
FNNG,GXG,15.287699699401855,-7.754509925842285
FNPA,PBN,13.76550006866455,-10.722000122070312
FNSA,VHC,20.431900024414062,-9.689069747924805
FNSO,SZA,12.371800422668457,-6.141089916229248
FNSU,NDD,13.84749984741211,-11.167900085449219
FNUB,SDD,13.574999809265137,-14.924699783325195
FNUE,LUO,19.8976993560791,-11.768099784851074
FNUG,UGO,15.027799606323242,-7.60306978225708
FNXA,XGN,14.965299606323242,-16.755399703979492
FOGK,KOU,12.441300392151,-1.1846100091934
FOGM,MJL,11.056699752807617,-1.845139980316162
FOGO,OYE,11.581399917602539,1.5431100130081177
FOGQ,OKN,13.673100471496582,-0.6652140021324158
FOGR,LBQ,10.245699882507324,-0.7043889760971069
FOOB,BMM,11.493200302124023,2.0756399631500244
FOOG,POG,8.754380226135254,-0.7117390036582947
FOOH,OMB,9.262689590454102,-1.5747300386428833
FOOK,MKU,12.890899658203125,0.5792109966278076
FOOL,LBV,9.412280082699999,0.458600014448
FOON,MVB,13.437999725341797,-1.6561599969863892
FPPR,PCP,7.411739826202393,1.6629400253295898
FPST,TMS,6.7121500968933105,0.3781749904155731
FQBR,BEW,34.90760040283203,-19.79640007019043
FQCH,VPY,33.42900085449219,-19.15130043029785
FQIN,INH,35.40850067138672,-23.876399993896484
FQLC,VXC,35.2663,-13.274
FQMA,MPM,32.572601,-25.920799
FQMD,MUD,39.5630989074707,-11.672900199890137
FQMP,MZB,40.35490036010742,-11.361800193786621
FQNP,APL,39.28179931640625,-15.105600357055664
FQPB,POL,40.52401351928711,-12.991762161254883
FQQL,UEL,36.86909866333008,-17.855499267578125
FQTT,TET,33.640201568603516,-16.104799270629883
FQVL,VNX,35.31330108642578,-22.018400192260742
FSIA,SEZ,55.521801,-4.67434
FSPP,PRI,55.69139862060547,-4.3192901611328125
FTTC,AEH,20.84429931640625,13.847000122070312
FTTD,MQQ,16.071399688720703,8.624409675598145
FTTJ,NDJ,15.034,12.1337
FTTY,FYT,19.111099243164062,17.91710090637207
FVBU,BUQ,28.617901,-20.017401
FVCZ,BFO,31.5786,-21.008101
FVFA,VFA,25.839000701904297,-18.09589958190918
FVHA,HRE,31.0928,-17.931801
FVKB,KAB,28.885000228881836,-16.519800186157227
FVMV,MVZ,30.859100341796875,-20.055299758911133
FVTL,GWE,29.861900329589844,-19.436399459838867
FVWN,HWN,27.020999908447266,-18.629899978637695
FWCL,BLZ,34.9739990234375,-15.679100036621094
FWDW,DWA,34.131901,-12.5183
FWKA,KGJ,33.893001556396484,-9.953570365905762
FWKI,LLW,33.78099823,-13.7894001007
FWMG,MAI,35.266998291015625,-14.482999801635742
FWUU,ZZU,34.01179885864258,-11.444700241088867
FXMM,MSU,27.552499771118164,-29.462299346923828
FYAR,ADI,14.979999542236328,-22.462200164794922
FYGF,GFY,18.122699737548828,-19.60219955444336
FYKT,KMP,18.111400604248047,-26.5398006439209
FYLZ,LUD,15.242899894714355,-26.687400817871094
FYOA,OND,15.9526,-17.878201
FYOG,OMD,16.446699,-28.5847
FYRU,NDU,19.719400405884,-17.956499099731
FYTM,TSB,17.732500076294,-19.26189994812
FYWB,WVB,14.6453,-22.9799
FYWE,ERS,17.080400466918945,-22.612199783325195
FYWH,WDH,17.4709,-22.4799
FZAA,FIH,15.4446,-4.38575
FZAB,NLO,15.327500343323,-4.32666015625
FZBO,FDU,17.38170051574707,-3.3113200664520264
FZCA,KKW,18.785600662231445,-5.035769939422607
FZEA,MDK,18.2887001038,0.0226000007242
FZFD,BDT,20.975299835205078,4.253210067749023
FZFK,GMA,19.771299362199997,3.2353699207299997
FZGA,LIQ,21.496901,2.17066
FZIC,FKI,25.3379993439,0.481638997793
FZJH,IRP,27.588300704956055,2.8276100158691406
FZKA,BUX,30.220800399780273,1.5657199621200562
FZKJ,BZU,24.793699264526367,2.818350076675415
FZMA,BKY,28.808799743652344,-2.3089799880981445
FZNA,GOM,29.238500595092773,-1.6708099842071533
FZOA,KND,25.915399551399997,-2.91917991638
FZQA,FBM,27.5308990479,-11.5913000107
FZQM,KWZ,25.505699157714844,-10.765899658203125
FZRF,FMI,29.25,-5.8755598068237305
FZSA,KMN,25.252899169921875,-8.642020225524902
FZUA,KGA,22.4692001343,-5.90005016327
FZWA,MJM,23.569000244099996,-6.121240139010001
GABS,BKO,-7.94994,12.5335
GAGO,GAQ,-0.005456000100821257,16.24839973449707
GAKY,KYS,-11.404399871826172,14.481200218200684
GAMB,MZI,-4.0795598030099995,14.5128002167
GATB,TOM,-3.007580041885376,16.730499267578125
GB-OUK,OUK,-0.75,60.4252
GBYD,BJL,-16.65220069885254,13.338000297546387
GCFV,FUE,-13.863800048828125,28.452699661254883
GCHI,VDE,-17.887100219726562,27.814800262451172
GCLA,SPC,-17.7556,28.626499
GCLP,LPA,-15.38659954071045,27.931900024414062
GCRR,ACE,-13.6052,28.945499
GCTS,TFS,-16.5725002289,28.044500351
GCXO,TFN,-16.3414993286,28.4827003479
GEML,MLN,-2.9562599659,35.279800415
GFBN,BTE,-12.518899917602539,7.5324201583862305
GFBO,KBS,-11.76099967956543,7.944399833679199
GFKE,KEN,-11.176600456237793,7.891290187835693
GFLL,FNA,-13.1955,8.61644
GFYE,WYE,-11.04539966583252,8.610469818115234
GGOV,OXB,-15.65369987487793,11.894800186157227
GLMR,MLW,-10.758700370788574,6.289060115814209
GLRB,ROB,-10.3623,6.23379
GMAD,AGA,-9.413069725036621,30.325000762939453
GMAT,TTA,-11.161299705505371,28.448200225830078
GMFB,UAR,-1.98305555556,32.5143055556
GMFF,FEZ,-4.977960109709999,33.9272994995
GMFK,ERH,-4.39833021164,31.9475002289
GMFM,MEK,-5.515120029449463,33.87910079956055
GMFO,OUD,-1.92399001121521,34.787200927734375
GMMA,SMW,-11.6847,26.7318
GMME,RBA,-6.75152,34.051498
GMMH,VIL,-15.932,23.7183
GMML,EUN,-13.2192,27.151699
GMMN,CMN,-7.589970111846924,33.36750030517578
GMMW,NDR,-3.0282099247,34.988800048799995
GMMX,RAK,-8.03629970551,31.606899261499997
GMMY,NNA,-6.595880031585693,34.29890060424805
GMMZ,OZZ,-6.909430027010001,30.9391002655
GMQ,GMQ,100.301144,34.418066
GMTA,AHU,-3.83951997756958,35.177101135253906
GMTN,TTU,-5.320020198822,35.594299316406
GMTT,TNG,-5.91689014435,35.726898193400004
GOBD,DSS,-17.073333,14.67
GOGG,ZIG,-16.281799,12.5556
GOGS,CSK,-16.748,12.39533
GOOK,KLC,-16.051300048828125,14.146900177001953
GOOY,DKR,-17.49020004272461,14.739700317382812
GOSM,MAX,-13.3228,15.5936
GOSS,XLS,-16.463199615478516,16.050800323486328
GOTB,BXE,-12.468299865722656,14.847299575805664
GOTK,KGG,-12.22029972076416,12.57229995727539
GOTT,TUD,-13.65310001373291,13.736800193786621
GQNO,NKC,-15.9697222,18.31
GQPA,ATR,-13.04319953918457,20.506799697875977
GQPP,NDB,-17.030000686645508,20.9330997467041
GUCY,CKY,-13.612,9.57689
GVAC,SID,-22.9494,16.7414
GVBA,BVC,-22.888900756835938,16.136499404907227
GVMA,MMO,-23.213699340820312,15.155900001525879
GVNP,RAI,-23.493499755859375,14.924500465393066
GVSN,SNE,-24.284700393676758,16.58839988708496
GVSV,VXE,-25.055299758911133,16.833200454711914
HAAB,ADD,38.799301147499996,8.97789001465
HAAM,AMH,37.59049987792969,6.0393900871276855
HAAX,AXU,38.77280044555664,14.14680004119873
HABD,BJR,37.32160186767578,11.608099937438965
HADR,DIR,41.85419845581055,9.624699592590332
HAGM,GMB,34.5630989074707,8.12876033782959
HAGN,GDQ,37.433998107910156,12.51990032196045
HAGO,GDE,43.5786018372,5.93513011932
HAHM,QHR,39.0059,8.7163
HAJJ,JIJ,42.9121,9.3325
HAJM,JIM,36.81660079956055,7.66609001159668
HAMK,MQX,39.53350067138672,13.467399597167969
HASO,ASO,34.586299896240234,10.018500328063965
HBBA,BJM,29.318500518798828,-3.3240199089050293
HBQ,HBQ,100.644,38.012
HCMH,HGA,44.082389,9.513207
HCMI,BBO,44.94110107421875,10.389200210571289
HCMK,KMU,42.45920181274414,-0.3773530125617981
HCMM,MGQ,45.3046989440918,2.0144400596618652
HDAM,JIB,43.15950012207031,11.547300338745117
HEAL,DBB,28.46139907836914,30.92449951171875
HEAR,AAC,33.8358001709,31.073299408
HEAT,ATZ,31.011999,27.046499
HEAX,ALY,29.94890022277832,31.183900833129883
HEBA,HBE,29.696399688720703,30.917699813842773
HEBL,ABS,31.611700058,22.375999450699997
HECA,CAI,31.40559959411621,30.12190055847168
HECP,CCE,31.837643,30.064358
HEGN,HRG,33.799400329589844,27.178300857543945
HEGR,EGH,34.129629,31.068559
HELX,LXR,32.7066,25.671
HEMA,RMF,34.5836982727,25.557100296
HEMK,HMB,31.742778,26.342778
HEMM,MUH,27.221700668300002,31.3253993988
HEPS,PSD,32.2400016784668,31.279399871826172
HESC,SKV,34.0625,28.685300827
HESH,SSH,34.3950004578,27.9773006439
HESN,ASW,32.8199996948,23.9643993378
HESX,SPX,30.89569,30.108148
HETB,TCP,34.7780990601,29.587799072299998
HHAS,ASM,38.910701751708984,15.291899681091309
HHMS,MSW,39.37009811401367,15.670000076293945
HHSB,ASA,42.64500045776367,13.071800231933594
HIA,HIA,119.125,33.7908333333
HKAM,ASV,37.25310134887695,-2.645050048828125
HKEL,EDL,35.23889923095703,0.4044579863548279
HKJK,NBO,36.9277992249,-1.31923997402
HKKI,KIS,34.72890090942383,-0.0861390009522438
HKKT,KTL,34.95859909057617,0.9719889760017395
HKLK,LKG,34.348201751708984,4.20412015914917
HKLO,LOK,35.608699798583984,3.1219699382781982
HKLU,LAU,40.91310119628906,-2.252419948577881
HKML,MYD,40.10169982910156,-3.2293100357055664
HKMO,MBA,39.594200134277344,-4.034830093383789
